,Education,Marital_Status,Income,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds
1242,Graduation,Single,76624,68,411,106,147,54,115
1243,Master,Together,66000,36,244,51,270,101,0
1244,PhD,Together,27683,90,152,9,121,12,12
1245,Graduation,Divorced,1730,65,1,1,3,1,1
1246,Basic,Single,7500,63,10,17,18,8,26
1247,Graduation,Together,40521,82,12,0,5,0,0
1248,PhD,Together,20427,63,5,0,4,0,0
1249,Graduation,Married,65106,55,790,19,133,12,0
1250,PhD,Married,69969,64,882,29,514,38,29
1251,Graduation,Married,67433,51,615,28,259,12,48
1252,PhD,Married,77766,97,1004,59,265,115,59
1253,Graduation,Married,74716,92,133,27,421,13,195
1254,Graduation,Divorced,68118,51,595,23,123,10,23
1255,PhD,Married,55158,72,293,0,87,4,11
1257,Graduation,Married,74190,49,151,81,86,168,91
1258,Graduation,Married,39356,21,15,0,2,0,0
1259,Graduation,Together,76653,91,736,63,946,219,189
1260,PhD,Divorced,35860,37,15,0,8,4,2
1261,PhD,Divorced,90687,98,982,17,672,23,34
1262,Master,Together,73450,85,1142,51,415,90,69
1263,Graduation,Married,31454,40,28,0,11,0,0
1264,Graduation,Single,47139,2,46,0,12,0,2
1265,Graduation,Divorced,83829,78,897,161,430,186,161
1266,PhD,Married,53378,41,489,6,152,8,6
1267,Graduation,Together,19656,94,25,4,9,6,8
1268,PhD,Married,45579,10,145,1,33,2,1
1270,Graduation,Married,55956,22,760,38,104,50,9
1271,Master,Single,64191,30,420,15,186,151,38
1272,Graduation,Single,38808,21,125,17,52,3,19
1273,Master,Married,57183,51,464,5,64,7,0
1274,Master,Divorced,23748,97,6,6,29,12,15
1275,Graduation,Married,66303,56,1090,12,96,16,12
1276,Master,Married,37368,4,3,2,11,2,2
1277,Graduation,Married,40800,77,24,0,27,8,30
1278,Graduation,Divorced,71847,95,737,21,106,55,63
1279,Graduation,Married,46149,36,254,6,71,4,0
1280,Graduation,Together,78687,13,817,185,687,145,55
1282,PhD,Married,37633,49,13,4,20,0,0
1283,Master,Together,39767,18,113,61,204,34,26
1284,Basic,Married,26997,89,7,23,78,133,49
1285,Graduation,Divorced,33986,43,16,2,18,2,1
1286,PhD,Married,57091,82,462,0,24,6,0
1288,Master,Married,83151,80,968,147,842,137,42
1289,Graduation,Married,52531,68,283,112,151,51,72
1290,Graduation,Married,15759,12,1,2,5,6,0
1291,Graduation,Single,22804,75,14,1,7,2,1
1293,PhD,Single,42997,91,4,0,5,0,1
1294,PhD,Single,48918,21,52,0,9,0,0
1295,Master,Together,60033,28,62,1,57,19,11
1296,PhD,Together,34043,97,20,2,14,3,0
1297,Graduation,Together,57811,49,545,7,114,37,21
1298,Graduation,Married,78569,14,558,79,622,207,175
1299,Graduation,Single,7500,5,6,5,4,13,4
1300,Master,Together,157733,37,39,1,9,2,0
1301,Graduation,Together,94384,62,1111,24,790,160,45
1303,Graduation,Divorced,44267,48,183,5,65,3,5
1304,Graduation,Married,71626,94,546,72,376,94,145
1305,Graduation,Together,60894,61,606,7,155,10,0
1306,Graduation,Together,50200,70,266,6,51,8,6
1307,PhD,Married,81051,43,1142,29,249,38,29
1308,Graduation,Married,65169,23,1074,0,69,0,0
1309,Graduation,Together,59868,37,771,51,154,54,10
1310,PhD,Married,65695,50,371,32,189,0,58
1311,Master,Single,64857,78,556,14,717,210,0
1312,Master,Together,45143,74,202,5,74,11,5
1315,PhD,Single,27238,39,37,0,17,0,0
1316,Graduation,Together,47009,89,171,45,73,59,10
1318,Graduation,Married,40321,59,44,4,21,6,0
1319,Graduation,Together,37235,68,20,2,9,4,6
1320,Master,Married,81843,13,779,86,537,34,69
1321,Master,Together,46692,37,170,6,97,24,12
1322,Graduation,Together,77382,36,491,48,231,112,105
1323,Graduation,Single,37774,28,173,8,107,7,2
1324,Basic,Married,18393,2,7,10,13,16,0
1325,Master,Married,72828,17,1205,0,235,19,14
1326,Graduation,Married,24711,86,10,7,25,6,3
1327,PhD,Married,45503,54,97,4,44,6,1
1328,Master,Single,6560,2,67,11,26,4,3
1329,PhD,Together,71604,3,345,53,528,98,75
1330,Graduation,Married,27244,84,6,5,17,3,24
1331,Graduation,Married,48752,8,73,57,100,71,15
1332,Graduation,Married,71434,4,711,36,217,172,96
1333,Graduation,Single,90842,57,774,70,118,182,187
1334,Master,Married,88097,24,163,0,480,0,126
1335,Graduation,Married,51948,51,82,33,54,71,30
1336,Graduation,Together,71853,29,358,108,413,141,97
1337,Master,Married,35876,13,66,2,40,4,3
1338,Graduation,Widow,40049,23,13,6,7,0,3
1339,Graduation,Single,39660,36,139,13,78,20,13
1340,Graduation,Together,50127,88,274,0,21,4,6
1341,Master,Married,43263,2,262,6,61,0,10
1342,Master,Married,62845,3,1099,0,45,0,0
1343,Graduation,Married,18929,15,32,0,8,23,4
1344,Basic,Single,24367,58,2,4,2,0,11
1345,Graduation,Single,33249,11,6,10,21,19,14
1347,PhD,Married,50150,32,135,46,92,65,61
1348,Graduation,Together,62061,12,641,7,84,0,30
1349,PhD,Divorced,85696,88,714,76,395,116,0
1350,PhD,Together,76542,91,794,73,573,0,29
1351,Graduation,Single,70515,12,420,0,452,182,64
1352,Graduation,Together,18227,21,1,2,7,4,3
1353,Graduation,Married,69139,23,86,12,75,33,15
1354,Graduation,Married,69109,10,823,25,459,124,29
1355,Graduation,Single,69627,35,231,161,215,171,30
1356,Graduation,Married,38136,69,8,15,27,0,20
1357,PhD,Single,62159,68,182,17,259,77,70
1358,Graduation,Single,80695,85,557,129,984,193,37
1359,Master,Single,33316,34,79,1,31,4,4
1360,Graduation,Together,58554,55,368,24,68,38,0
1361,Basic,Married,17256,10,6,4,14,8,8
1362,Graduation,Divorced,53034,30,160,15,196,15,11
1365,Master,Single,75154,79,543,10,205,160,143
1366,Graduation,Single,47025,52,254,7,108,20,0
1367,Graduation,Married,37971,97,5,4,10,2,2
1368,Master,Divorced,41335,24,112,19,21,16,14
1369,Graduation,Married,67267,0,134,11,59,15,2
1370,Graduation,Single,57338,96,143,6,52,11,8
1372,Master,Single,35791,94,27,0,5,0,0
1373,PhD,Divorced,50611,98,459,0,24,6,0
1374,PhD,Married,56242,72,689,8,167,11,8
1375,Graduation,Single,48904,1,283,10,38,0,13
1376,Graduation,Single,56243,26,347,0,35,4,3
1377,Graduation,Married,21355,5,5,13,14,0,5
1378,Master,Together,57420,22,280,0,18,0,0
1380,Master,Divorced,46390,56,95,14,64,2,9
1384,Graduation,Married,20895,24,18,3,17,3,0
1385,Graduation,Married,92344,9,992,24,694,51,19
1388,Graduation,Together,44964,35,19,1,17,2,0
1389,Graduation,Together,75507,56,709,93,374,104,80
1390,Master,Married,53761,7,158,0,76,13,7
1391,Graduation,Together,22682,51,10,14,29,4,2
1392,PhD,Together,38887,17,25,1,13,0,0
1394,PhD,Married,29791,21,14,0,6,0,0
1395,Master,Married,63915,2,622,7,115,30,0
1396,Graduation,Divorced,39996,85,11,0,3,0,0
1397,Graduation,Divorced,26759,65,25,3,16,8,5
1398,Master,Divorced,63841,64,635,15,100,20,7
1399,PhD,Married,51039,11,100,64,79,65,0
1400,Graduation,Married,60544,92,201,2,43,3,5
1401,Graduation,Married,65685,54,642,14,49,0,7
1402,Graduation,Married,37716,4,97,1,41,6,2
1403,Graduation,Single,36864,53,204,5,39,17,0
1404,Master,Married,44511,39,513,7,133,46,14
1405,PhD,Married,36947,49,88,3,21,4,1
1406,Master,Together,47352,70,172,12,112,8,0
1407,Master,Married,67087,40,329,35,222,130,35
1408,Graduation,Married,57045,40,296,13,104,11,13
1409,PhD,Divorced,36957,43,100,2,16,2,1
1410,PhD,Married,69389,17,422,7,238,69,46
1411,Graduation,Married,80134,40,1218,16,272,104,0
1412,Master,Married,43142,84,5,1,7,2,1
1413,Graduation,Married,80589,25,507,93,520,242,40
1414,Graduation,Single,34412,62,52,12,50,4,36
1415,Graduation,Single,57537,83,191,56,139,51,8
1416,Basic,Together,22634,47,2,23,11,8,6
1417,Graduation,Together,51315,45,68,28,39,16,30
1418,Graduation,Married,36026,34,20,4,10,6,4
1419,Graduation,Married,24639,3,20,3,16,0,4
1420,PhD,Together,34578,1,7,0,1,0,0
1422,Graduation,Single,63810,45,977,12,253,16,12
1423,PhD,Together,54132,81,30,1,8,0,0
1424,Graduation,Married,18690,77,6,1,7,23,4
1425,Graduation,Married,28164,23,3,18,26,11,8
1426,PhD,Married,34596,48,14,0,2,0,0
1427,PhD,Married,43269,61,10,1,7,0,0
1429,Graduation,Single,31907,75,33,87,64,175,16
1430,Master,Married,27100,64,12,0,13,2,0
1432,Graduation,Married,92533,84,693,21,118,110,147
1433,Graduation,Single,34853,75,9,3,15,2,3
1434,Graduation,Divorced,70844,16,129,26,67,3,67
1436,Graduation,Married,60544,92,201,2,43,3,5
1438,Graduation,Married,42523,96,14,36,11,3,26
1439,Graduation,Married,39922,30,29,12,59,19,1
1440,Graduation,Together,33402,60,26,2,19,10,5
1441,Master,Married,36408,11,9,1,4,3,2
1442,Graduation,Together,21645,75,14,0,23,4,5
1443,Master,Widow,78427,36,972,19,595,180,26
1444,Graduation,Together,82657,71,966,168,672,246,105
1445,Graduation,Married,51876,88,99,27,102,28,48
1447,Graduation,Married,52852,93,714,8,99,11,0
1448,PhD,Together,70038,54,587,54,348,71,54
1450,Graduation,Together,46053,46,56,10,92,19,7
1451,Graduation,Married,77343,28,227,151,573,98,54
1452,Graduation,Single,73892,40,703,102,601,0,58
1453,PhD,Single,40304,82,37,0,17,0,0
1454,PhD,Together,32727,38,167,13,180,86,13
1455,Graduation,Together,68695,3,458,81,356,106,50
1456,Graduation,Divorced,43300,87,91,3,52,2,1
1457,Graduation,Together,26290,49,15,8,16,11,5
1458,Graduation,Single,93790,16,1302,68,731,89,114
1459,PhD,Married,38410,65,153,64,123,116,64
1460,Master,Widow,64866,9,508,5,21,7,5
1461,Graduation,Together,57957,24,290,59,177,77,5
1462,PhD,Together,46015,25,38,0,2,0,0
1463,Graduation,Together,16531,43,2,13,6,7,5
1464,Master,Married,28072,10,30,0,10,2,0
1465,Master,Divorced,49476,29,386,23,95,54,41
1466,Graduation,Married,50725,45,443,10,75,0,10
1467,Graduation,Together,83844,57,901,31,345,75,31
1468,PhD,Married,41145,20,9,0,3,0,0
1469,Graduation,Together,67419,29,846,84,352,91,56
1471,Graduation,Married,34380,68,72,7,58,13,1
1472,Graduation,Single,34704,65,29,0,5,0,1
1473,PhD,Married,94871,99,169,24,553,188,0
1474,Graduation,Married,65148,9,460,35,422,33,12
1475,Graduation,Together,39898,20,69,8,26,12,7
1476,Master,Single,64857,78,556,14,717,210,0
1477,PhD,Married,59892,26,73,0,13,0,1
1478,Master,Single,41020,68,112,1,54,7,7
1479,PhD,Married,57072,79,944,0,60,0,0
1480,Graduation,Single,60474,25,265,199,303,234,9
1481,Graduation,Together,62807,83,526,28,135,10,21
1483,Graduation,Married,19107,49,2,4,9,10,5
1485,Master,Single,70379,84,553,25,142,65,67
1486,Master,Together,79419,96,751,127,687,20,15
1487,PhD,Together,64014,56,406,0,30,0,0
1488,Graduation,Married,76998,85,1449,89,161,69,35
1489,Master,Together,49854,63,123,17,171,39,0
1490,PhD,Married,60585,17,267,42,309,55,42
1491,PhD,Divorced,42873,11,209,0,40,3,2
1492,Graduation,Together,87679,62,1259,172,815,97,148
1493,Graduation,Together,57867,48,344,35,178,15,23
1494,Graduation,Married,35765,86,22,3,30,0,5
1495,Graduation,Married,65492,73,247,161,295,210,85
1496,Graduation,Divorced,32952,36,38,0,12,3,1
1497,PhD,Together,53374,34,896,10,101,13,10
1498,Graduation,Together,71706,16,931,56,253,91,98
1499,Graduation,Married,68487,48,758,12,385,33,89
1500,Master,Together,53253,61,216,9,57,20,9
1502,Graduation,Married,42014,56,244,15,108,4,15
1503,Master,Married,54108,74,539,6,91,8,6
1504,PhD,Single,49667,35,1181,26,120,17,13
1505,Master,Married,63206,65,750,8,125,11,8
1506,Master,Married,57136,48,306,5,109,21,109
1508,PhD,Married,78931,19,331,197,170,58,152
1509,Graduation,Together,53977,21,620,16,165,0,24
1510,Graduation,Married,84219,27,434,137,400,45,137
1511,Master,Single,46098,86,57,0,27,0,0
1512,Graduation,Married,73538,92,811,76,428,99,137
1513,Graduation,Married,79529,1,423,42,706,73,197
1515,Graduation,Single,51766,74,60,51,87,6,20
1516,Graduation,Married,55759,84,675,0,85,10,7
1517,Graduation,Married,33039,4,30,8,12,8,8
1518,Master,Married,37787,50,40,1,40,4,3
1519,Graduation,Single,27242,2,3,17,26,20,1
1520,PhD,Single,87188,73,910,111,724,49,74
1521,Graduation,Together,69930,21,252,98,827,219,70
1522,Graduation,Single,37697,82,34,6,21,11,4
1523,PhD,Married,37401,14,19,3,19,3,1
1524,Graduation,Single,3502,56,2,1,1,0,0
1525,Graduation,Married,58597,20,490,0,184,10,28
1526,PhD,Widow,82032,54,332,194,377,149,125
1527,Graduation,Together,28087,77,53,8,17,13,0
1528,PhD,Single,74004,5,784,48,560,42,176
1529,Graduation,Together,19740,65,7,11,3,10,4
1532,PhD,Married,69283,41,674,62,134,0,26
1533,Master,Single,46098,86,57,0,27,0,0
1536,Graduation,Single,9255,91,9,0,7,2,0
1537,PhD,Widow,67786,0,431,82,441,80,20
1538,PhD,Married,71969,59,1000,0,76,0,0
1539,Master,Single,59235,4,448,40,469,80,0
1540,Graduation,Together,31928,5,33,4,24,4,2
1541,Master,Together,74881,48,505,72,270,36,27
1542,Graduation,Married,65819,99,267,38,701,149,165
1543,PhD,Single,51411,81,14,0,3,0,0
1544,Graduation,Divorced,51983,95,631,0,115,10,7
1545,Master,Together,42386,43,65,4,16,0,4
1547,Graduation,Single,30983,50,51,4,50,12,1
1548,Graduation,Widow,66033,76,293,35,179,46,59
1550,Master,Divorced,57530,68,50,1,27,6,7
1552,Graduation,Married,63943,50,423,184,368,13,97
1553,Graduation,Together,76081,85,292,30,415,63,33
1554,Graduation,Married,67445,63,757,80,217,29,80
1555,Master,Married,37054,89,12,1,6,0,1
1556,Master,Together,47175,81,167,2,44,6,2
1557,Graduation,Divorced,31859,77,3,1,3,8,0
1558,Graduation,Divorced,27215,50,30,5,22,8,9
1559,PhD,Divorced,70179,10,532,88,168,69,44
1560,Graduation,Married,39922,30,29,12,59,19,1
1561,Master,Married,49681,66,411,0,26,0,0
1562,Graduation,Married,24645,16,5,3,4,4,1
1563,Graduation,Divorced,79865,12,71,99,278,185,121
1564,Graduation,Married,44322,30,46,0,40,3,0
1565,Graduation,Single,47958,8,268,11,88,15,3
1566,Master,Single,63972,93,928,63,254,0,12
1567,Graduation,Together,75315,14,459,15,171,142,23
1568,PhD,Married,55517,53,483,0,108,0,6
1569,PhD,Married,75283,26,733,9,180,12,19
1570,PhD,Single,82800,23,1006,22,115,59,68
1571,Graduation,Married,38998,92,34,1,14,0,0
1572,Master,Single,90638,29,1156,120,915,94,144
1573,Master,Married,27161,41,7,4,23,7,0
1574,Graduation,Married,42014,56,244,15,108,4,15
1575,PhD,Together,38201,19,233,0,23,0,0
1576,Graduation,Together,45203,4,35,3,67,10,8
1577,PhD,Together,81574,89,1252,0,465,46,35
1578,Graduation,Married,34935,71,34,4,66,3,10
1579,Master,Single,60482,81,255,43,134,37,14
1580,Graduation,Together,34633,31,8,1,5,0,0
1581,Master,Together,78093,53,368,32,639,13,43
1582,Graduation,Divorced,82460,78,255,47,573,52,32
1583,Master,Together,45903,80,33,8,10,2,10
1584,Graduation,Divorced,81361,18,163,23,424,27,65
1585,PhD,Divorced,35860,37,15,0,8,4,2
1586,Master,Together,40442,52,45,12,52,25,22
1587,Graduation,Married,61482,39,48,58,68,16,66
1588,Graduation,Married,34968,11,158,6,45,8,2
1589,Graduation,Married,75794,33,754,160,625,63,32
1590,PhD,Together,31497,22,108,1,28,13,1
1591,Graduation,Married,74268,83,199,66,315,97,174
1592,Basic,Together,13724,43,2,7,5,2,15
1593,Master,Together,45143,74,202,5,74,11,5
1594,PhD,Single,52569,54,85,0,3,0,0
1595,PhD,Single,48432,3,322,3,50,4,3
1596,Master,Together,17144,96,18,2,19,0,2
1597,Graduation,Single,36108,68,141,8,129,3,11
1598,Graduation,Married,76445,2,739,107,309,140,80
1599,PhD,Married,36663,40,18,0,6,3,3
1600,Master,Married,53843,64,378,0,88,19,4
1601,Master,Married,90226,26,1083,108,649,253,151
1602,Master,Divorced,70638,69,1016,12,215,16,12
1603,Graduation,Together,44512,57,23,1,6,0,0
1604,Graduation,Married,27116,78,12,1,21,2,2
1605,PhD,Married,54072,71,35,0,4,0,0
1606,Graduation,Married,71855,59,548,31,422,0,112
1608,Master,Married,60432,61,365,3,15,4,3
1609,PhD,Married,65526,22,397,19,69,12,0
1610,Graduation,Single,68655,95,456,19,832,75,118
1612,Graduation,Single,64509,19,836,185,575,24,25
1613,Graduation,Single,33955,92,100,2,128,23,7
1614,Graduation,Married,31353,24,10,0,10,3,1
1615,Graduation,Married,55434,21,238,115,215,169,69
1616,Graduation,Together,28359,35,6,0,5,2,1
1617,Graduation,Single,57100,9,158,11,99,15,11
1618,Graduation,Married,69139,23,86,12,75,33,15
1619,Master,Married,52973,92,856,0,76,12,9
1620,PhD,Together,51717,55,98,1,17,0,1
1621,Graduation,Married,18793,14,4,16,20,0,17
1623,Graduation,Single,50664,64,313,8,104,6,4
1624,Graduation,Together,54414,49,109,18,16,24,26
1625,PhD,Married,54549,8,216,2,6,0,0
1626,PhD,Widow,47111,35,595,71,153,120,112
1627,PhD,Divorced,41003,11,123,133,142,71,44
1628,Graduation,Together,19444,8,16,0,23,3,2
1630,PhD,Together,73059,36,410,112,420,0,82
1631,PhD,Together,42731,64,159,2,51,6,2
1632,PhD,Married,52854,43,105,0,10,0,1
1633,Graduation,Together,22775,40,5,1,8,0,0
1634,PhD,Together,46681,52,269,15,69,15,19
1635,PhD,Married,59821,11,629,0,70,0,0
1636,Graduation,Divorced,50002,21,443,5,71,21,16
1637,Graduation,Married,69755,23,217,77,373,111,23
1638,Graduation,Married,44078,17,24,1,10,2,0
1639,Master,Together,30560,6,9,1,5,4,5
1640,Master,Together,35924,56,8,0,14,2,3
1641,PhD,Divorced,64140,71,1459,0,61,0,15
1642,Graduation,Together,56386,51,230,48,214,13,32
1643,Basic,Together,24594,94,1,3,6,10,0
1645,Master,Divorced,39228,1,7,1,6,0,3
1646,Master,Married,58494,56,298,7,68,4,0
1647,Graduation,Single,58684,71,479,35,179,28,7
1648,Graduation,Divorced,57136,18,267,140,599,34,12
1649,PhD,Widow,56551,48,67,4,32,17,2
1650,Graduation,Married,22448,86,3,1,8,23,2
1651,Graduation,Single,82014,48,980,37,265,35,163
1652,Graduation,Widow,34213,2,50,4,28,6,3
1653,Graduation,Together,157146,13,1,0,1725,2,1
1654,PhD,Widow,25358,57,19,0,5,0,0
1655,Master,Single,35544,77,30,5,23,4,1
1656,Master,Together,36634,0,213,9,76,4,3
1657,PhD,Married,62670,57,539,30,92,80,46
1659,Graduation,Single,72066,55,1003,34,536,134,51
1660,PhD,Single,50729,62,239,13,143,45,4
1661,Graduation,Together,34916,89,51,23,82,33,0
1662,Graduation,Divorced,64892,77,527,24,230,32,24
1663,Graduation,Single,43602,45,19,5,12,10,3
1664,PhD,Single,33996,46,40,2,15,8,0
1666,PhD,Married,63246,60,593,30,91,29,22
1667,PhD,Married,36732,71,21,5,3,10,1
1668,PhD,Married,69084,43,1181,107,199,39,30
1669,PhD,Married,77766,97,1004,59,265,115,59
1670,PhD,Single,37929,49,202,2,46,3,2
1671,Graduation,Together,86610,66,446,107,768,33,196
1672,Master,Married,80141,20,1184,102,673,52,40
1674,Graduation,Married,69016,61,726,53,363,123,107
1676,Graduation,Married,27573,45,50,15,110,39,15
1677,Basic,Single,15862,26,1,1,4,11,9
1678,PhD,Married,49544,0,308,0,73,0,0
1679,Graduation,Married,33228,28,22,2,31,7,4
1680,Graduation,Together,70440,49,690,117,499,76,102
1681,Graduation,Together,38232,84,43,5,28,7,6
1682,PhD,Married,22554,38,27,0,10,0,0
1683,PhD,Married,23536,53,6,0,3,0,0
1684,Graduation,Married,49413,88,205,7,41,3,2
1685,Graduation,Married,42231,99,24,0,8,0,1
1686,Master,Divorced,78789,12,667,50,850,21,83
1687,Graduation,Together,56534,35,691,7,61,10,0
1688,Graduation,Single,58350,5,493,26,206,116,80
1689,Graduation,Single,81217,77,493,70,324,146,40
1690,Graduation,Single,49090,45,494,5,82,7,0
1691,Master,Divorced,61787,71,621,73,414,78,48
1692,PhD,Married,18169,40,9,0,5,0,0
1694,Graduation,Married,18222,70,12,4,19,12,6
1695,Graduation,Divorced,62335,87,243,131,217,85,6
1697,PhD,Married,86580,72,532,21,127,26,20
1698,PhD,Divorced,41437,5,29,0,2,0,0
1699,Master,Widow,73705,86,612,91,520,258,107
1700,Graduation,Married,61064,80,387,126,342,0,45
1701,Master,Married,38452,62,56,0,14,0,0
1702,Graduation,Single,18358,49,6,8,19,16,4
1703,PhD,Together,55012,85,582,0,65,0,0
1704,Basic,Together,9722,7,6,17,16,6,16
1705,PhD,Married,38175,6,70,6,69,2,3
1706,Master,Together,58656,25,962,12,194,16,24
1707,Graduation,Together,52117,55,112,10,107,30,0
1708,Graduation,Married,64813,81,293,0,124,179,97
1709,PhD,Married,54222,98,199,12,31,3,12
1710,Graduation,Married,83512,31,1060,61,835,80,20
1711,Master,Married,77520,30,940,44,396,0,88
1712,Graduation,Together,41154,98,44,2,11,2,3
1713,Graduation,Married,80398,92,342,51,936,207,35
1714,Basic,Single,18746,41,2,10,11,12,9
1715,Graduation,Together,35196,68,75,12,141,43,39
1716,Graduation,Single,60230,78,520,20,367,39,81
1717,Graduation,Married,22108,46,5,3,9,6,2
1718,Graduation,Together,44392,71,87,5,71,7,12
1719,PhD,Married,55424,6,462,61,184,10,53
1720,Graduation,Married,17688,82,2,2,1,3,1
1721,PhD,Married,92491,71,979,44,935,29,25
1722,Graduation,Single,90273,32,704,129,853,120,74
1723,PhD,Widow,82571,28,861,31,558,62,95
1724,PhD,Single,38513,20,172,3,115,16,0
1725,Master,Single,16653,10,5,7,31,15,4
1726,Graduation,Together,42586,7,194,2,56,0,0
1727,Basic,Single,23529,67,9,7,13,3,2
1728,Master,Together,74881,48,505,72,270,36,27
1729,Graduation,Married,71107,61,533,10,217,198,174
1730,PhD,Together,46910,36,48,0,14,0,0
1731,Graduation,Married,18690,77,6,1,7,23,4
1732,Graduation,Divorced,37244,90,18,2,10,0,0
1733,Graduation,Together,82427,35,482,147,509,104,107
1735,Graduation,Divorced,70044,46,1073,0,250,153,14
1736,Graduation,Single,79146,33,245,16,223,21,43
1737,Graduation,Married,77437,70,560,21,442,29,44
1738,Graduation,Married,54984,51,173,13,131,32,3
1739,PhD,Married,42403,18,22,1,11,0,5
1740,Graduation,Together,55761,97,136,1,12,0,3
1741,Graduation,Together,37292,32,275,0,86,10,23
1742,PhD,Single,45576,9,56,19,29,2,14
1743,Graduation,Together,70321,6,303,23,751,82,26
1744,PhD,Divorced,58086,80,708,7,62,0,0
1745,Graduation,Married,81795,74,324,132,693,27,118
1746,Basic,Together,28389,49,1,5,3,7,4
1747,Master,Married,66835,21,620,26,195,34,17
1748,Graduation,Divorced,69901,95,312,21,206,102,92
1749,PhD,Married,80360,56,1493,86,454,112,43
1750,PhD,Together,63342,48,918,21,118,13,10
1751,Graduation,Married,44989,26,98,0,106,49,10
1753,PhD,Widow,51569,39,380,0,47,6,0
1754,Graduation,Widow,30372,33,15,0,12,7,3
1755,Basic,Single,16014,42,3,9,4,7,8
1756,Graduation,Married,41120,80,24,2,23,0,8
1757,Master,Single,39763,9,80,1,60,4,6
1758,PhD,Married,38725,52,31,0,6,2,1
1759,Graduation,Married,77981,78,138,120,204,16,126
1762,Graduation,Together,59481,47,178,3,85,71,66
1763,Graduation,Married,72117,34,707,20,171,65,60
1765,Graduation,Married,67131,72,465,71,250,93,35
1766,PhD,Single,36802,23,16,1,2,0,0
1767,Graduation,Together,71853,29,358,108,413,141,97
1768,Basic,Married,28249,80,1,9,7,2,14
1769,Master,Married,47808,30,123,1,26,2,0
1770,PhD,Divorced,25509,15,40,3,30,10,7
1771,PhD,Married,51012,86,102,9,63,2,9
1772,Graduation,Single,70596,68,347,44,534,17,0
1773,PhD,Together,85431,54,376,53,462,168,53
1774,Graduation,Married,42664,44,21,0,3,0,0
1775,Graduation,Together,42586,7,194,2,56,0,0
1776,Graduation,Single,29760,87,64,4,68,7,5
1777,PhD,Married,28973,59,206,0,46,3,2
1778,PhD,Together,39435,16,71,0,18,0,0
1780,Basic,Single,20194,64,0,4,7,11,10
1781,PhD,Single,42473,72,93,1,21,0,4
1782,Graduation,Married,64590,98,920,138,168,36,46
1783,Graduation,Together,71232,91,653,17,170,34,26
1784,Graduation,Together,34600,8,199,33,60,8,3
1785,Graduation,Single,46904,20,153,4,56,0,9
1786,Graduation,Married,49094,6,376,0,38,11,8
1787,Graduation,Together,36075,54,46,0,30,12,1
1789,Graduation,Together,77298,46,425,115,292,23,35
1790,Graduation,Together,34026,11,18,6,15,12,8
1791,PhD,Single,48918,21,52,0,9,0,0
1793,Graduation,Single,37697,82,34,6,21,11,4
1794,Graduation,Together,34074,69,135,1,41,10,1
1795,Master,Married,28520,55,11,0,10,0,2
1796,Graduation,Single,62535,13,163,48,90,0,45
1797,Master,Single,36273,80,29,3,30,3,2
1798,Graduation,Together,63404,97,734,26,70,11,44
1800,Graduation,Together,78416,99,453,38,279,188,38
1801,Graduation,Together,75702,87,1073,0,629,145,37
1802,Master,Together,59385,85,135,0,10,0,4
1803,Graduation,Single,37070,30,231,7,137,4,15
1804,Graduation,Married,44689,82,18,0,5,0,0
1805,Graduation,Together,53977,21,620,16,165,0,24
1806,PhD,Single,7144,92,81,4,33,5,2
1807,Graduation,Single,18701,95,12,4,2,10,6
1808,Graduation,Married,90369,2,292,51,981,224,23
1809,PhD,Single,63159,74,965,34,586,89,86
1810,Graduation,Together,37758,49,27,2,10,0,0
1811,PhD,Single,46757,71,777,30,163,0,51
1812,Master,Married,79734,72,572,8,232,23,62
1813,Graduation,Together,63207,68,438,169,565,91,169
1814,Graduation,Divorced,72071,4,531,69,300,150,138
1815,PhD,Together,21840,80,17,0,9,0,0
1817,Graduation,Single,72282,70,503,27,419,90,139
1818,Graduation,Married,50387,91,369,9,87,12,14
1819,PhD,Together,32583,10,5,0,3,0,0
1820,Graduation,Together,62568,99,362,17,398,80,35
1821,Master,Divorced,44635,25,56,0,9,0,0
1822,Master,Single,33316,34,79,1,31,4,4
1823,Graduation,Married,63967,57,387,84,141,73,35
1825,Graduation,Married,25293,51,15,0,11,0,2
1826,PhD,Widow,54111,97,267,6,54,8,3
1827,Graduation,Together,78394,13,298,27,697,216,24
1828,Master,Married,80739,92,674,92,736,39,0
1829,Master,Together,22669,30,16,14,36,37,22
1830,Graduation,Single,29236,30,37,4,24,16,9
1831,Graduation,Together,44911,11,159,0,22,2,1
1832,PhD,Married,54693,72,686,17,142,23,26
1833,Graduation,Together,48186,39,97,3,66,12,7
1834,Graduation,Married,54809,0,63,6,57,13,13
1835,Graduation,Together,41580,15,56,5,24,4,0
1836,PhD,Married,80336,12,209,19,456,160,142
1837,Graduation,Married,47743,56,198,2,43,0,12
1839,PhD,Divorced,57333,55,941,14,397,76,58
1840,PhD,Together,32313,60,86,4,56,2,4
1841,Master,Widow,84953,73,167,48,602,63,72
1842,Master,Divorced,27071,90,8,3,19,0,2
1843,Master,Together,68148,86,389,66,408,37,57
1844,Master,Together,65735,37,239,7,119,4,15
1845,PhD,Married,86836,7,179,21,273,0,21
1846,PhD,Married,4023,29,5,0,1,1,1
1847,Graduation,Married,30093,19,2,6,28,13,4
1848,PhD,Married,57705,14,383,0,53,6,4
